permalink,wineryname,wineryowner,permitnumber,street,city,state,zipcode,county,lat,lng
/WA/BENTON/PROSSER/ALEXANDRIA-NICOLE-CELLARS/,ALEXANDRIA NICOLE CELLARS,ALEXANDRIA NICOLE CELLARS L.L.C.,WA-W-15166,158422 W SONOVA RD,PROSSER,WA,99350,BENTON,45.880154,-119.876141
/WA/KLICKITAT/LYLE/DOMAINE-POUILLON/,DOMAINE POUILLON,VOTRE VIGNERON LLC,WA-W-15167,170 LYLE SNOWDEN RD,LYLE,WA,98635,KLICKITAT,45.732605,-121.30566
/WA/KING/SEATTLE/CHATTER-CREEK/,CHATTER CREEK,CHATTER CREEK LLC,WA-W-15168,620 NE 55TH ST,SEATTLE,WA,98105,KING,47.668825,-122.320941
/WA/OKANOGAN/OMAK/ROCK-WALL-CELLARS/,ROCK WALL CELLARS,ROCK WALL CELLARS LLC,WA-W-15169,110 NICHOLS RD,OMAK,WA,98841,OKANOGAN,48.438277,-119.519773
/WA/GRANT/MOSES-LAKE/KYRA-WINES-LLC/,KYRA WINES LLC,KYRA WINES LLC,WA-W-15170,8029 ANDREWS ST NE,MOSES LAKE,WA,98837,GRANT,47.187978,-119.318854
/WA/CHELAN/PESHASTIN/CASCADIA-WINERY/,CASCADIA WINERY,ALAN YANAGIMACHI,WA-W-15173,10090 MAIN ST,PESHASTIN,WA,98847,CHELAN,47.571951,-120.603043
/WA/KING/SEATTLE/LAURELHURST-CELLARS/,LAURELHURST CELLARS,LAURELHURST CELLARS LLC,WA-W-15174,5608 7TH AVE S,SEATTLE,WA,98108,KING,47.55198,-122.323967
/WA/WHATCOM/BELLINGHAM/DYNASTY-CELLARS/,DYNASTY CELLARS,PETER OSVALDIK,WA-W-15176,2987 HAXTON WAY,BELLINGHAM,WA,98226,WHATCOM,48.750202,-122.661953
/WA/OKANOGAN/OROVILLE/COPPER-MOUNTAIN-VINEYARDS/,COPPER MOUNTAIN VINEYARDS,DAVID L. TABER,WA-W-15186,33384 C HWY 97,OROVILLE,WA,98844,OKANOGAN,48.964367,-119.44809
/WA/BENTON/BENTON-CITY/OAKWOOD-CELLARS/,OAKWOOD CELLARS,OAKWOOD CELLARS LLC,WA-W-15190,40504 N DEMOSS RD,BENTON CITY,WA,99320,BENTON,46.271034,-119.473756
/WA/BENTON/PROSSER/ALEXANDRIA-NICOLE-CELLARS/,ALEXANDRIA NICOLE CELLARS,ALEXANDRIA NICOLE CELLARS L.L.C.,WA-W-15191,2880 LEE RD,PROSSER,WA,99350,BENTON,46.218879,-119.728743
/WA/BENTON/BENTON-CITY/GOEDHART-FAMILY/,GOEDHART FAMILY,BRENT N. GOEDHART & SARAH HEDGES GOEDHART,WA-W-15194,50739 N SUNSET RD,BENTON CITY,WA,99320,BENTON,46.288211,-119.436646
/WA/KING/KENT/SOOS-CREEK-WINE-CELLARS/,SOOS CREEK WINE CELLARS,SOOS CREEK WINE CELLARS LLC,WA-W-15196,24012 172ND AVE SE,KENT,WA,98042,KING,47.3865,-122.111088
/WA/KING/WOODINVILLE/MATTHEWS-CELLARS/,MATTHEWS CELLARS,TENOR WINES LLC,WA-W-15197,16116 140TH PL NE,WOODINVILLE,WA,98072,KING,47.743663,-122.146322
/WA/KING/WOODINVILLE/TROUVAILLE-WINERY/,TROUVAILLE WINERY,TROUVAILLE WINERY LLC,WA-W-15198,16735 NE 139TH PL,WOODINVILLE,WA,98072,KING,47.724609,-122.116019
/WA/SNOHOMISH/SNOHOMISH/SAINTPAULIA-VINTNERS/,SAINTPAULIA VINTNERS,SAINTPAULIA VINTNERS LLC,WA-W-15200,18302 83 RD AVE SE,SNOHOMISH,WA,98296,SNOHOMISH,47.830665,-122.121015
/WA/WHATCOM/LUMMI-ISLAND/POIESIS-WINES/,POIESIS WINES,POIESIS LLC,WA-W-15201,4232 LEGOE BAY RD,LUMMI ISLAND,WA,98262,WHATCOM,48.718333,-122.709808
/WA/BENTON/PROSSER/OLSEN-ESTATES/,OLSEN ESTATES,OLSEN ESTATES L.L.C.,WA-W-15202,500 MERLOT DR,PROSSER,WA,99350,BENTON,46.220413,-119.778528
/WA/DOUGLAS/WATERVILLE/WATERVILLE-WINE-COMPANY/,WATERVILLE WINE COMPANY,MATTHEW HAROLD WAREHAM AND LISA WAREHAM,WA-W-15204,613 E ASH ST,WATERVILLE,WA,98858,DOUGLAS,47.648535,-120.064
/WA/WALLA-WALLA/WALLA-WALLA/ADAMANT-CELLARS/,ADAMANT CELLARS,DEVIN R. STINGER,WA-W-15206,525 E CESSNA AVE,WALLA WALLA,WA,99362,WALLA WALLA,46.087168,-118.271344
/WA/JEFFERSON/PORT-TOWNSEND/CHRISTINA-JAMES-WINERY/,CHRISTINA JAMES WINERY,CHRISTINA JAMES WINERY AND FARM LTD.,WA-W-15207,205 ST JAMES PL,PORT TOWNSEND,WA,98368,JEFFERSON,48.055567,-122.784232
/WA/WALLA-WALLA/WALLA-WALLA/REVELRY-VINTNERS/,REVELRY VINTNERS,REVELRY VINTNERS LLC,WA-W-15208,720 C ST,WALLA WALLA,WA,99362,WALLA WALLA,46.091673,-118.271977
/WA/ISLAND/GREENBANK/HOLMES-HARBOR-CELLARS/,HOLMES HARBOR CELLARS,HOLMES HARBOR CELLARS LLC,WA-W-15210,4591 S HONEYMOON BAY RD,GREENBANK,WA,98253,ISLAND,48.044249,-122.542554
/WA/WALLA-WALLA/WALLA-WALLA/CORVUS-CELLARS/,CORVUS CELLARS,CORVUS CELLARS LLC,WA-W-15211,760 C ST,WALLA WALLA,WA,99362,WALLA WALLA,46.091946,-118.27159
/WA/WALLA-WALLA/TOUCHET/GARDENA-CREEK-WINERY/,GARDENA CREEK WINERY,MICHAEL S. INGHAM AND SHARON L. INGHAM,WA-W-15212,1211 GARDENA CREEK RD,TOUCHET,WA,99360,WALLA WALLA,46.006188,-118.682486
/WA/WALLA-WALLA/WALLA-WALLA/TRIO-VINTNERS/,TRIO VINTNERS,TRIO WINE CO. LLC,WA-W-15213,1102 DELL AVE,WALLA WALLA,WA,99362,WALLA WALLA,46.071205,-118.356917
/WA/KLICKITAT/LYLE/MEMALOOSE/,MEMALOOSE,MEMALOOSE LLC,WA-W-15214,101 LYLE SNOWDEN RD,LYLE,WA,98635,KLICKITAT,45.721427,-121.307305
/WA/YAKIMA/ZILLAH/TWO-MOUNTAIN-WINERY/,TWO MOUNTAIN WINERY,MATRICK HOLDINGS CORPORATION,WA-W-15215,2151 CHEYNE RD,ZILLAH,WA,98953,YAKIMA,46.436778,-120.271488
/WA/ADAMS/OTHELLO/FOXY-ROXY-WINE-COMPANY/,FOXY ROXY WINE COMPANY,FOXY ROXY LLC,WA-W-15216,3744 HWY 26 E,OTHELLO,WA,99344,ADAMS,46.840917,-119.416138
/WA/BENTON/BENTON-CITY/COL-SOLARE-WINERY/,COL SOLARE WINERY,COL SOLARE LLP,WA-W-15217,50207 ANTINORI RD,BENTON CITY,WA,99320,BENTON,46.284512,-119.431405
/WA/ISLAND/FREELAND/FISHTALK-VINEYARDS/,FISHTALK VINEYARDS,FISHTALK VINEYARDS LLC,WA-W-15220,5071 S BERCOT RD,FREELAND,WA,98249,ISLAND,48.024146,-122.540367
/WA/BENTON/BENTON-CITY/FIDELITAS-WINES/,FIDELITAS WINES,FIDELITAS WINES LLC,WA-W-15222,51810 N SUNSET RD,BENTON CITY,WA,99320,BENTON,46.287999,-119.45185
/WA/WALLA-WALLA/WALLA-WALLA/DUSTED-VALLEY-VINTNERS/,DUSTED VALLEY VINTNERS,GRAPE VISIONS LLC,WA-W-15224,980 MERLOT DR,WALLA WALLA,WA,99362,WALLA WALLA,46.009749,-118.344082
/WA/WHATCOM/BELLINGHAM/VARTANYAN-ESTATE-WINERY/,VARTANYAN ESTATE WINERY,WELL-MARTS INC.,WA-W-15225,1626 HUNTLEY RD,BELLINGHAM,WA,98226,WHATCOM,48.815505,-122.403011
/WA/CHELAN/MALAGA/MALAGA-SPRINGS-WINERY/,MALAGA SPRINGS WINERY,ALLEN R. MATHEWS,WA-W-15227,3450 CATHEDRAL ROCK RD,MALAGA,WA,98828,CHELAN,47.343866,-120.20812
/WA/KITSAP/BAINBRIDGE-ISLAND/VICTOR-ALEXANDER/,VICTOR ALEXANDER,VICTOR ALEXANDER INC.,WA-W-15229,6992 ISLAND CENTER RD,BAINBRIDGE ISLAND,WA,98110,KITSAP,47.626226,-122.554653
/WA/BENTON/PROSSER/DOMANICO-CELLARS/,DOMANICO CELLARS,DOMANICO CELLARS LLC,WA-W-15230,24901 N CROSBY RD,PROSSER,WA,99350,BENTON,46.250135,-119.745133
/WA/WHATCOM/BELLINGHAM/MASQUERADE-WINE-COMPANY/,MASQUERADE WINE COMPANY,MASQUERADE WINE COMPANY LLC,WA-W-15232,2001 IOWA ST,BELLINGHAM,WA,98229,WHATCOM,48.756828,-122.4483
/WA/YAKIMA/ZILLAH/SEVERINO-CELLARS/,SEVERINO CELLARS,SPURLOCK ENTERPRISES LLC,WA-W-15233,1551 1ST AVE,ZILLAH,WA,98953,YAKIMA,46.395565,-120.248405
/WA/WALLA-WALLA/WALLA-WALLA/DAMA-WINES/,DAMA WINES,TUURI WINES LLC,WA-W-15234,1102 DELL AVE,WALLA WALLA,WA,99362,WALLA WALLA,46.071205,-118.356917
/WA/KLICKITAT/LYLE/EXPERIMENTAL-VINTNERS-OF-TOMORROW/,EXPERIMENTAL VINTNERS OF TOMORROW,E.V.O.T. L.L.C.,WA-W-15237,7171 HIGHWAY 14,LYLE,WA,98635,KLICKITAT,45.707701,-121.364112
/WA/YAKIMA/OUTLOOK/UPLAND-ESTATES/,UPLAND ESTATES,UPLAND WINERY LLC,WA-W-15240,6141 GAP RD,OUTLOOK,WA,98938,YAKIMA,46.316628,-120.065865
/WA/GRANT/MOSES-LAKE/BOWMAN-ORCHARDS/,BOWMAN ORCHARDS,GERALD D. BOWMAN,WA-W-15244,1120 MARINA DR,MOSES LAKE,WA,98837,GRANT,47.122715,-119.295573
/WA/WALLA-WALLA/WALLA-WALLA/JLC-WINERY-LLC/,JLC WINERY LLC,JLC WINERY LLC,WA-W-15245,425 B ST,WALLA WALLA,WA,99362,WALLA WALLA,46.090254,-118.277
/WA/YAKIMA/NACHES/FONTAINE-ESTATES-LLC/,FONTAINE ESTATES LLC,FONTAINE ESTATES LLC,WA-W-15247,141 ROWE HILL DR,NACHES,WA,98937,YAKIMA,46.692833,-120.644105
/WA/BENTON/RICHLAND/PACIFIC-RIM-WINEMAKERS/,PACIFIC RIM WINEMAKERS,PACIFIC RIM WINEMAKERS INC.,WA-W-15249,8111 KEENE RD,RICHLAND,WA,99353,BENTON,46.288524,-119.394999
/WA/SKAMANIA/UNDERWOOD/GORGE-CREST-WINERY/,GORGE CREST WINERY,GORGE CREST WINERY LLC,WA-W-15250,341 KOLLOCK KNAPP RD,UNDERWOOD,WA,98651,SKAMANIA,45.732181,-121.599132
/WA/WALLA-WALLA/WALLA-WALLA/ELEGANTE-CELLARS/,ELEGANTE' CELLARS,ELEGANTE' CELLARS L.L.C.,WA-W-15251,839 C ST,WALLA WALLA,WA,99362,WALLA WALLA,46.09269,-118.271545
/WA/KITSAP/PORT-ORCHARD/CELEBRATION-WINES/,CELEBRATION WINES,CELEBRATION WINES LLC,WA-W-15252,5414 TURNBERRY PL SW,PORT ORCHARD,WA,98367,KITSAP,47.499654,-122.690488
/WA/WHATCOM/BELLINGHAM/WHATCOM-WINEMAKERS/,WHATCOM WINEMAKERS,WHATCOM WINEMAKERS LLC,WA-W-15254,130 E CHAMPION ST,BELLINGHAM,WA,98225,WHATCOM,48.751206,-122.475591
/WA/FRANKLIN/PASCO/ABACUS-WINE/,ABACUS WINE,ABACUS WINE LLC,WA-W-15257,812 W WASHINGTON,PASCO,WA,99301,FRANKLIN,46.221996,-119.099434
/WA/YAKIMA/ZILLAH/M-&-H-WINE-COMPANY/,M & H WINE COMPANY,M & H WINE COMPANY LLC,WA-W-15258,500 S BONAIR RD,ZILLAH,WA,98953,YAKIMA,46.426961,-120.293181
/WA/PACIFIC/RAYMOND/Turtle-Rock-Cellars/,Turtle Rock Cellars,TURTLE ROCK CELLARS INC,WA-W-15259,63 OLD BULLARD RD,RAYMOND,WA,98577,PACIFIC,46.665098,-123.669231
/WA/KING/SAMMAMISH/WHITE-CELLARS/,WHITE CELLARS,WHITE CELLARS LLC,WA-W-15260,1307 240TH WAY SE,SAMMAMISH,WA,98075,KING,47.596704,-122.018823
/WA/WALLA-WALLA/WALLA-WALLA/MPM-VINTNERS-LLC/,MPM VINTNERS LLC,MPM VINTNERS LLC,WA-W-15262,1102 DELL AVE,WALLA WALLA,WA,99362,WALLA WALLA,46.071205,-118.356917
/WA/CLARK/RIDGEFIELD/THREE-BROTHERS-VINEYARD-&-WINERY-LLC/,THREE BROTHERS VINEYARD & WINERY LLC,THREE BROTHERS VINEYARD & WINERY LLC,WA-W-15263,802 NW 297TH CIR,RIDGEFIELD,WA,98642,CLARK,45.838663,-122.677263
/WA/SKAGIT/SEDRO-WOOLLEY/ALGER-WINERY/,ALGER WINERY,ALGER WINERY INC,WA-W-15264,3254 JERNS RD,SEDRO WOOLLEY,WA,98284,SKAGIT,48.652651,-122.320399
/WA/WALLA-WALLA/WALLA-WALLA/SWEET-VALLEY-WINES/,SWEET VALLEY WINES,SWEET VALLEY WINES L. L. C.,WA-W-15265,1007 W ROSE ST,WALLA WALLA,WA,99362,WALLA WALLA,46.06214,-118.353655
/WA/WALLA-WALLA/WALLA-WALLA/SLEIGHT-OF-HAND-CELLARS/,SLEIGHT OF HAND CELLARS,SLEIGHT OF HAND CELLARS LLC,WA-W-15267,1959 JB GEORGE RD,WALLA WALLA,WA,99362,WALLA WALLA,46.004234,-118.380588
/WA/WALLA-WALLA/WALLA-WALLA/COUGAR-CREST-ESTATE-WINERY/,COUGAR CREST ESTATE WINERY,COUGAR HILLS LLC,WA-W-15268,50 FRENCHTOWN RD,WALLA WALLA,WA,99362,WALLA WALLA,46.047019,-118.489815
/WA/WALLA-WALLA/WALLA-WALLA/TERTULIA-CELLARS-LLC/,TERTULIA CELLARS LLC,TERTULIA CELLARS LLC,WA-W-15269,1564 WHITELEY RD,WALLA WALLA,WA,99362,WALLA WALLA,46.013534,-118.360052
/WA/WALLA-WALLA/WALLA-WALLA/GARD-VINTNERS/,GARD VINTNERS,LAWRENCE CELLARS LLC,WA-W-15270,1485 W ROSE ST,WALLA WALLA,WA,99362,WALLA WALLA,46.057999,-118.36607
/WA/KLICKITAT/WISHRAM/NAKED-WINERY/,NAKED WINERY,NAKED WINES LLC,WA-W-15271,8866 HIGHWAY 14,WISHRAM,WA,98673,KLICKITAT,45.661806,-121.05124
/WA/WALLA-WALLA/WALLA-WALLA/MIDDLETON-FAMILY-WINES/,MIDDLETON FAMILY WINES,MIDDLETON FAMILY WINES LLC,WA-W-15272,1102 DELL AVE,WALLA WALLA,WA,99362,WALLA WALLA,46.071205,-118.356917
/WA/KING/WOODINVILLE/STOMANI-CELLARS-AND-WINERY/,STOMANI CELLARS AND WINERY,STOMANI CELLARS AND WINERY LLC,WA-W-15274,16120 WOODINVILLE REDMOND RD NE,WOODINVILLE,WA,98072,KING,47.744744,-122.158388
/WA/BENTON/BENTON-CITY/LLAC-LLC/,LLAC LLC,LLAC LLC,WA-W-15276,19205 N MCBEE RD NW,BENTON CITY,WA,99320,BENTON,46.240236,-119.480975
/WA/THURSTON/OLYMPIA/BLACK-RIVER-WINERY/,BLACK RIVER WINERY,BLACK RIVER WINERY LLC,WA-W-15277,6344 123RD AVE SW,OLYMPIA,WA,98512,THURSTON,46.909123,-123.018014
/WA/KING/WOODINVILLE/GUARDIAN-CELLARS/,GUARDIAN CELLARS,GUARDIAN CELLARS LLC,WA-W-15278,19501 144TH AVE NE,WOODINVILLE,WA,98072,KING,47.769016,-122.147765
/WA/SNOHOMISH/LYNNWOOD/GRACE-CELLARS-LLC/,GRACE CELLARS LLC,GRACE CELLARS LLC,WA-W-15280,1913 145TH ST SW,LYNNWOOD,WA,98087,SNOHOMISH,47.866996,-122.259459
/WA/KING/WOODINVILLE/POMUM-CELLARS/,POMUM CELLARS,POMUM CELLARS LLC,WA-W-15281,18512 142ND AVE NE,WOODINVILLE,WA,98072,KING,47.761978,-122.150268
/WA/JEFFERSON/PORT-TOWNSEND/EAGLEMOUNT-WINE-AND-CIDER/,EAGLEMOUNT WINE AND CIDER,EAGLEMOUNT WINE AND CIDER LLC,WA-W-15283,2350 EAGLEMOUNT RD,PORT TOWNSEND,WA,98368,JEFFERSON,47.971853,-122.84986
/WA/CHELAN/WENATCHEE/BELLA-TERRAZZA-VINEYARDS/,BELLA TERRAZZA VINEYARDS,BELLA TERRAZZA VINEYARDS LLC,WA-W-15284,1260 LOWER SUNNYSLOPE RD,WENATCHEE,WA,98801,CHELAN,47.471894,-120.36694
/WA/YAKIMA/ZILLAH/PARADISOS-DEL-SOL-WINERY/,PARADISOS DEL SOL WINERY,PARADISOS DEL SOL WINERY INC,WA-W-15285,3230 HIGHLAND DR,ZILLAH,WA,98953,YAKIMA,46.430584,-120.252901
/WA/BENTON/PROSSER/MERCER-WINE-ESTATES/,MERCER WINE ESTATES,MERCER WINE ESTATES LLC,WA-W-15286,3100 LEE RD,PROSSER,WA,99350,BENTON,46.219871,-119.72394
/WA/BENTON/PROSSER/BARREL-SPRINGS-WINERY/,BARREL SPRINGS WINERY,JAMES M. MADISON,WA-W-15288,46601 N GAP RD,PROSSER,WA,99350,BENTON,46.283119,-119.787717
/WA/KING/WOODINVILLE/ALEXANDRIA-NICOLE-CELLARS/,ALEXANDRIA NICOLE CELLARS,ALEXANDRIA NICOLE CELLARS L.L.C.,WA-W-15289,19501 144TH AVE NE,WOODINVILLE,WA,98072,KING,47.769016,-122.147765
/WA/KING/WOODINVILLE/BARRAGE-CELLARS/,BARRAGE CELLARS,BARRAGE CELLARS LLC,WA-W-15290,19501 144TH AVE NE,WOODINVILLE,WA,98072,KING,47.769016,-122.147765
/WA/WALLA-WALLA/WALLA-WALLA/PAPINEAU-LLC/,PAPINEAU LLC,PAPINEAU LLC,WA-W-15291,510 E BOEING AVE,WALLA WALLA,WA,99362,WALLA WALLA,46.087015,-118.273721
/WA/YAKIMA/YAKIMA/WILRIDGE-WINERY/,WILRIDGE WINERY,TAPENADE INC.,WA-W-15292,250 EHLER RD,YAKIMA,WA,98908,YAKIMA,46.626295,-120.625285
/WA/OKANOGAN/OROVILLE/ESTHER-BRICQUES-WINERY-&-VINEYARD-LLC/,ESTHER BRICQUES WINERY & VINEYARD LLC,ESTHER BRICQUES WINERY & VINEYARD LLC,WA-W-15294,38 SWANSON MILL RD,OROVILLE,WA,98844,OKANOGAN,48.844293,-119.395309
/WA/CHELAN/LEAVENWORTH/37-CELLARS/,37 CELLARS,0'37 CELLARS LLC,WA-W-15298,8210 DEMPSEY RD,LEAVENWORTH,WA,98826,CHELAN,47.566516,-120.651289
/WA/ISLAND/LANGLEY/WHIDBEY-WINE/,WHIDBEY WINE,KRUG LLC,WA-W-15300,5881 MAXWELTON RD,LANGLEY,WA,98260,ISLAND,47.998387,-122.415925
/WA/YAKIMA/GRANDVIEW/YAKIMA-VALLEY-VINTNERS/,YAKIMA VALLEY VINTNERS,COMMUNITY COLLEGE DISTRICT #16,WA-W-15301,114 GRANDRIDGE RD,GRANDVIEW,WA,98930,YAKIMA,46.255428,-119.905606
/WA/WALLA-WALLA/WALLA-WALLA/TL-CELLARS/,TL CELLARS,T L CELLARS LLC,WA-W-15302,4122 POWER LINE RD,WALLA WALLA,WA,99362,WALLA WALLA,46.010537,-118.31725
/WA/MASON/SHELTON/CLOQUALLUM-VINEYARD/,CLOQUALLUM VINEYARD,ERIC STEVEN LANGDON,WA-W-15304,3905 W CLOQUALLUM RD,SHELTON,WA,98584,MASON,47.166962,-123.140858
/WA/CHELAN/CHELAN/EMPYREAN-WINES/,EMPYREAN WINES,EMPYREAN L.L.C.,WA-W-15306,3519 STATE ROAD 150,CHELAN,WA,98816,CHELAN,47.873437,-120.106692
/WA/BENTON/BENTON-CITY/HIGHTOWER-CELLARS/,HIGHTOWER CELLARS,HIGHTOWER CELLARS LLC,WA-W-15309,19418 E 583 PR NE,BENTON CITY,WA,99320,BENTON,46.300239,-119.455653
/WA/GRANT/QUINCY/SAINT-LAURENT-WINERY-LLC/,SAINT LAURENT WINERY LLC,SAINT LAURENT WINERY LLC,WA-W-15310,9224 ROAD S NW,QUINCY,WA,98848,GRANT,47.221374,-119.896715
/WA/WALLA-WALLA/WALLA-WALLA/GREG-&-PAM-HARRINGTON-WINES-LLC/,GREG & PAM HARRINGTON WINES LLC,GREG & PAM HARRINGTON WINES LLC,WA-W-15311,1825 JB GEORGE RD,WALLA WALLA,WA,99362,WALLA WALLA,46.005299,-118.374711
/WA/GRAYS-HARBOR/ABERDEEN/WESTPORT-WINERY-LLC/,WESTPORT WINERY L.L.C.,WESTPORT WINERY L.L.C.,WA-W-15313,1 S ARBOR RD,ABERDEEN,WA,98520,GRAYS HARBOR,46.915115,-123.970857
/WA/SPOKANE/SPOKANE/OVERBLUFF-CELLARS/,OVERBLUFF CELLARS,OVERBLUFF CELLARS L.L.C.,WA-W-15314,304 W PACIFIC AVE,SPOKANE,WA,99201,SPOKANE,47.655323,-117.416848
/WA/WALLA-WALLA/WALLA-WALLA/PATIT-CREEK-CELLARS/,PATIT CREEK CELLARS,LES DEUX CELLARS LLC,WA-W-15316,325 A ST,WALLA WALLA,WA,99362,WALLA WALLA,46.090044,-118.279197
/WA/THURSTON/OLYMPIA/MADSEN-FAMILY-CELLARS-LLC/,MADSEN FAMILY CELLARS LLC,MADSEN FAMILY CELLARS LLC,WA-W-15317,2825 MARVIN RD NE,OLYMPIA,WA,98516,THURSTON,47.07075,-122.779792
/WA/YAKIMA/SUNNYSIDE/COWAN-VINEYARDS/,COWAN VINEYARDS,COWAN VINEYARDS LLC,WA-W-15318,900 N PUTERBAUGH RD,SUNNYSIDE,WA,98944,YAKIMA,46.308736,-119.936242
/WA/OKANOGAN/MALOTT/D-&-K-FARMS/,D & K FARMS,DAVID J. ALLEN,WA-W-15319,3 RIEBBE RD,MALOTT,WA,98829,OKANOGAN,48.262876,-119.723442
/WA/YAKIMA/ZILLAH/RAMSEYER-VINEYARDS-LLC/,RAMSEYER VINEYARDS LLC,RAMSEYER VINEYARDS LLC,WA-W-15323,2255 GILBERT RD,ZILLAH,WA,98953,YAKIMA,46.447483,-120.277603
/WA/WALLA-WALLA/WALLA-WALLA/CHATEAU-ROLLAT/,CHATEAU ROLLAT,CHATEAU ROLLAT WINERY LLC,WA-W-15324,1050 MERLOT DR,WALLA WALLA,WA,99362,WALLA WALLA,46.010943,-118.344993
/WA/KITSAP/BAINBRIDGE-IS/ROLLING-BAY-WINERY/,ROLLING BAY WINERY,ROLLING BAY WINERY INC.,WA-W-15325,11255 LOGG RD,BAINBRIDGE IS,WA,98110,KITSAP,47.66526,-122.509419
/WA/WALLA-WALLA/WALLA-WALLA/WHEAT-RIDGE-LANE/,WHEAT RIDGE LANE,WHEAT RIDGE LANE LLC,WA-W-15330,598 PIPER AVE,WALLA WALLA,WA,99362,WALLA WALLA,46.092738,-118.262623
/WA/JEFFERSON/PORT-TOWNSEND/ALPENFIRE-ORCHARDS-LLC/,ALPENFIRE ORCHARDS LLC,ALPENFIRE ORCHARDS LLC,WA-W-15331,220 POCKET LN,PORT TOWNSEND,WA,98368,JEFFERSON,48.082401,-122.87609
/WA/BENTON/RICHLAND/NXNW-WINERY/,NXNW WINERY,KING ESTATE WINERY LP,WA-W-15334,8111 KEENE RD,RICHLAND,WA,99354,BENTON,46.288524,-119.394999
/WA/SPOKANE/SPOKANE/EMVY-CELLARS/,EMVY CELLARS,EMVY CELLARS LLC,WA-W-15335,16315 E TEMPLE RD,SPOKANE,WA,99217,SPOKANE,47.771272,-117.182868
/WA/SNOHOMISH/SNOHOMISH/JVC-CELLARS/,JVC CELLARS,JAMES VAN CAMP,WA-W-15337,1311 BONNEVILLE AVE,SNOHOMISH,WA,98290,SNOHOMISH,47.927116,-122.101022
/WA/YAKIMA/GRANDVIEW/APEX-CELLARS/,APEX CELLARS,HS LLC,WA-W-15339,614 W WINE COUNTRY RD,GRANDVIEW,WA,98930,YAKIMA,46.257565,-119.911118
/WA/WHITMAN/UNIONTOWN/WAWAWAI-CANYON-WINERY/,WAWAWAI CANYON WINERY,MOFFETTS ORGANICS INC.,WA-W-15340,202 SOUTH MONTGOMERY ST,UNIONTOWN,WA,99179,WHITMAN,46.537716,-117.087067
/WA/KING/WOODINVILLE/CLUBHOUSE-CELLARS/,CLUBHOUSE CELLARS,CLUBHOUSE CELLARS LLC,WA-W-15341,19495 144TH AVE NE,WOODINVILLE,WA,98072,KING,47.768729,-122.150137
/WA/JEFFERSON/PORT-TOWNSEND/LULLABY/,LULLABY,VIRGINIE BOURGUE LLC,WA-W-15343,274 S OTTO ST,PORT TOWNSEND,WA,98368,JEFFERSON,48.084116,-122.816086
/WA/WALLA-WALLA/WALLA-WALLA/TRANCHE-CELLARS/,TRANCHE CELLARS,WASHINGTON VINTNERS L.L.C.,WA-W-15344,705 BERNEY DR,WALLA WALLA,WA,99362,WALLA WALLA,46.063011,-118.284254
/WA/ISLAND/CLINTON/SWEDE-HILL-CELLARS/,SWEDE HILL CELLARS,SWEDE HILL CELLARS LLC,WA-W-15346,3436 SWEDE HILL RD,CLINTON,WA,98236,ISLAND,47.931657,-122.42871
/WA/WALLA-WALLA/WALLA-WALLA/TULPEN-CELLARS/,TULPEN CELLARS,TRUMBULL-HART LLC,WA-W-15347,3131 S 3RD ST,WALLA WALLA,WA,99362,WALLA WALLA,46.029516,-118.33493
/WA/WALLA-WALLA/WALLA-WALLA/AMERICOLD-LOGISTICS-LLC/,AMERICOLD LOGISTICS LLC,AMERICOLD LOGISTICS LLC,WA-W-15348,1115 W ROSE ST,WALLA WALLA,WA,99362,WALLA WALLA,46.060288,-118.355285
/WA/YAKIMA/GRANDVIEW/COLUMBIA-VALLEY-WINE-WAREHOUSE/,COLUMBIA VALLEY WINE WAREHOUSE,COLUMBIA COLSTOR INC.,WA-W-15349,614 W WINE COUNTRY RD,GRANDVIEW,WA,98930,YAKIMA,46.257565,-119.911118
/WA/YAKIMA/GRANDVIEW/PAREJAS-CELLARS/,PAREJAS CELLARS,MARK WYSLING,WA-W-15350,114 GRANDRIDGE RD,GRANDVIEW,WA,98930,YAKIMA,46.255428,-119.905606
/WA/JEFFERSON/CHIMACUM/FINNRIVER/,FINNRIVER,CENTER VALLEY ORCHARDS LLC,WA-W-15351,62 BARN SWALLOW RD,CHIMACUM,WA,98325,JEFFERSON,47.976352,-122.778964
/WA/WALLA-WALLA/WALLA-WALLA/ROBISON-RANCH-CELLARS/,ROBISON RANCH CELLARS,ROBISON RANCH CELLARS LLC,WA-W-15353,2626 ROBISON RANCH RD,WALLA WALLA,WA,99362,WALLA WALLA,46.101209,-118.34224
/WA/WALLA-WALLA/WALLA-WALLA/MAISON-BLEUE-WINERY/,MAISON BLEUE WINERY,JON C. MEURET,WA-W-15354,1102 DELL AVE,WALLA WALLA,WA,99362,WALLA WALLA,46.071205,-118.356917
/WA/WALLA-WALLA/WALLA-WALLA/DOWSETT-FAMILY-WINERY/,DOWSETT FAMILY WINERY,DOWSETT FAMILY LLC,WA-W-15355,315 E CESSNA AVE,WALLA WALLA,WA,99362,WALLA WALLA,46.088916,-118.275222
/WA/BENTON/PROSSER/HEAVENS-CAVE-CELLARS/,HEAVEN'S CAVE CELLARS,MTDC LLC,WA-W-15356,2880 LEE RD,PROSSER,WA,99350,BENTON,46.218879,-119.728743
